gapy --target=gapuino_v3 --platform=board --work-dir=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS      run --exec-prepare --exec --binary=/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS/test_mem  
TARGET create
GAP8 INIT TARGET
GAP8 examine target
Init jtag
Initialising GAP8 JTAG TAP
Loading binary through JTAG
1861 0.001111 1675393.250000
1862 0.001112 1674749.625000
1863 0.001113 1674107.125000
1864 0.001099 1696075.000000
1865 0.001113 1675518.875000
1866 0.001114 1674491.750000
1867 0.001115 1674235.125000
1868 0.001101 1696158.750000
1869 0.001115 1675644.125000
1870 0.001117 1674618.750000
1871 0.001117 1674362.875000
1872 0.001104 1695848.875000
1873 0.001118 1675768.625000
1874 0.001119 1675128.625000
1875 0.001120 1674490.000000
1876 0.001106 1695932.625000
1877 0.001120 1675510.000000
1878 0.001121 1674871.750000
1879 0.001122 1674616.375000
1880 0.001108 1696016.250000
1881 0.001122 1676016.500000
1882 0.001124 1674997.125000
1883 0.001124 1674742.500000
1884 0.001111 1696099.375000
1885 0.001125 1675758.125000
1886 0.001126 1675503.000000
1887 0.001127 1674487.500000
1888 0.001113 1696182.125000
1889 0.001127 1676262.250000
1890 0.001128 1675246.875000
1891 0.001129 1674613.250000
1892 0.001116 1695875.250000
1893 0.001129 1676004.250000
1894 0.001130 1675370.750000
1895 0.001131 1675117.375000
1896 0.001118 1696346.750000
1897 0.001132 1676505.875000
1898 0.001133 1675494.375000
1899 0.001134 1674863.125000
1900 0.001120 1696041.000000
1901 0.001134 1676248.625000
1902 0.001135 1675617.375000
1903 0.001136 1675364.875000
1904 0.001123 1696123.125000
1905 0.001136 1676370.000000
1906 0.001137 1675740.000000
1907 0.001138 1675110.875000
1908 0.001125 1696591.000000
1909 0.001139 1676490.875000
1910 0.001140 1675862.125000
1911 0.001141 1675234.375000
1912 0.001127 1696286.500000
1913 0.001141 1676611.125000
1914 0.001142 1675983.500000
1915 0.001143 1675357.125000
1916 0.001129 1696367.750000
1917 0.001143 1676731.125000
1918 0.001144 1676104.625000
1919 0.001145 1675479.125000
1920 0.001132 1696448.750000
1921 0.001146 1676850.625000
1922 0.001147 1676225.250000
1923 0.001148 1675600.875000
1924 0.001134 1696529.375000
1925 0.001148 1676969.375000
1926 0.001149 1676345.125000
1927 0.001150 1675722.000000
1928 0.001136 1696609.625000
1929 0.001150 1677088.000000
1930 0.001151 1676464.750000
1931 0.001152 1675842.875000
1932 0.001138 1697071.000000
1933 0.001153 1677206.125000
1934 0.001154 1676584.125000
1935 0.001155 1675963.125000
1936 0.001141 1696769.125000
1937 0.001155 1677323.500000
1938 0.001156 1676702.625000
1939 0.001157 1676083.000000
1940 0.001143 1696848.375000
1941 0.001157 1677069.375000
1942 0.001158 1676450.125000
1943 0.001159 1675832.250000
1944 0.001146 1696927.375000
1945 0.001159 1677557.125000
1946 0.001160 1676938.625000
1947 0.001162 1675951.625000
1948 0.001148 1697005.875000
1949 0.001162 1677303.750000
1950 0.001163 1676686.750000
1951 0.001164 1676070.750000
1952 0.001150 1697084.375000
1953 0.001164 1677788.875000
1954 0.001165 1676804.125000
1955 0.001166 1676557.375000
1956 0.001153 1697162.500000
1957 0.001167 1677535.875000
1958 0.001167 1677288.875000
1959 0.001168 1676674.875000
1960 0.001155 1697240.125000
1961 0.001169 1678018.875000
1962 0.001170 1677037.750000
1963 0.001171 1676791.625000
1964 0.001157 1696941.875000
1965 0.001171 1677766.250000
1966 0.001172 1677153.750000
1967 0.001173 1676542.375000
1968 0.001159 1697394.625000
1969 0.001174 1677880.875000
1970 0.001175 1677269.500000
1971 0.001175 1677024.500000
1972 0.001162 1697097.500000
1973 0.001176 1677995.125000
1974 0.001177 1677384.750000
1975 0.001178 1676775.375000
1976 0.001164 1697547.750000
1977 0.001178 1678108.750000
1978 0.001179 1677499.500000
1979 0.001180 1676891.125000
1980 0.001166 1697624.000000
1981 0.001180 1678222.000000
1982 0.001181 1677613.875000
1983 0.001182 1677006.750000
1984 0.001169 1697328.125000
1985 0.001183 1678334.750000
1986 0.001184 1677727.750000
1987 0.001185 1677121.750000
1988 0.001171 1697404.250000
1989 0.001185 1678447.000000
1990 0.001186 1677478.875000
1991 0.001187 1677236.125000
1992 0.001174 1697480.250000
1993 0.001188 1678197.000000
1994 0.001188 1677954.000000
1995 0.001189 1677350.125000
1996 0.001176 1697925.750000
1997 0.001190 1678670.250000
1998 0.001191 1678066.625000
1999 0.001192 1677463.750000
2000 0.001178 1697631.500000
2001 0.001192 1678781.500000
2002 0.001193 1678178.500000
2003 0.001194 1677576.875000
2004 0.001180 1697706.625000
2005 0.001194 1678532.125000
2006 0.001195 1678290.375000
2007 0.001196 1677689.625000
2008 0.001183 1697781.500000
2009 0.001197 1678643.000000
2010 0.001198 1678401.500000
2011 0.001199 1677802.125000
2012 0.001185 1697855.875000
2013 0.001199 1678753.500000
2014 0.001200 1678512.375000
2015 0.001201 1677913.875000
2016 0.001188 1697564.125000
2017 0.001201 1679221.250000
2018 0.001202 1678265.250000
2019 0.001203 1677668.250000
2020 0.001190 1698003.875000
2021 0.001203 1679330.125000
2022 0.001205 1678376.125000
2023 0.001206 1677779.875000
2024 0.001192 1698077.750000
2025 0.001206 1679082.250000
2026 0.001207 1678842.250000
2027 0.001208 1678246.875000
2028 0.001194 1698151.250000
2029 0.001208 1679190.875000
2030 0.001209 1678596.000000
2031 0.001210 1678002.000000
2032 0.001197 1698224.125000
2033 0.001211 1679299.250000
2034 0.001212 1678705.375000
2035 0.001213 1678112.500000
2036 0.001199 1698297.000000
2037 0.001213 1679407.000000
2038 0.001214 1678814.375000
2039 0.001215 1678222.500000
2040 0.001201 1698007.750000
2041 0.001215 1679514.625000
2042 0.001216 1678922.750000
2043 0.001217 1678332.000000
2044 0.001204 1698080.625000
2045 0.001218 1679621.875000
2046 0.001219 1679031.000000
2047 0.001220 1678441.125000
Launching execution with command:
gap8-openocd -d0 -c 'gdb_port disabled; telnet_port disabled; tcl_port disabled' -f interface/ftdi/gapuino_ftdi.cfg -f target/gap8revb.tcl -f tcl/jtag_boot_entry.tcl -c 'gap8_jtag_load_binary_and_start "/home/gap8/gap_sdk/Transfer_GAP8-_test_Memory/BUILD/GAP8_V3/GCC_RISCV_PULPOS/test_mem" elf 0x1c000080'
